CODIGO DE PRODUCTO;DESCRIPCION;PRECIO;LINEA
1P7407;CANCAMO;7.52;
1P7409;CANCAMO;15.51;
1P7625;CODO;9.23;
1P7834;CUBETA;45.32;
1P7835;CONO;91.1;
1P7895;CONO;35.13;
1P7896;TAZA;24.65;
1P7919;ADAPTADOR;174.03;
1P7931;VASTAGOA;63.51;
1P8004;EMPAQUETADURA;2.59;
1P8005;EMPAQUETADURA;2.53;
1P8096;SELLO;27.71;
1P8116;SELLOANILLOO;0.66;
1P8362;SELLOANILLOO;2.55;
1P8405;EMPAQUETADURA;3.97;
1P8482;ELEMENTOF.AIRE;89.09;
1P8680;TAPA;28.69;
1P8787;BUJEA;116.23;
1P9005;SELLO;4.7;
1P9216;SELLOANILLO;40.5;
1P9252;ANILLO;3.29;
1P9254;ANILLO;26.16;
1P9261;ANILLO;29.68;
1P9270;EMPAQUETADURA;2.87;
1P9328;ACOPLE;8.73;
1P9341;RODAMIENTO;80.83;
1P9390;EMPAQUETADURA;10.56;
1P9593;CONO;307.16;
1P9594;TAZA;129.2;
1P9620;ANILLO;0.2;
1P9650;EMPAQUETADURA;2.43;
1P9744;CORREAENV;17.24;
1P9919;ACOPLAMIENTOA;30.34;
1P9925;PERNO;0.36;
1P9946;EJE;111.32;
1P9952;IMPELENTE;55.46;
1P9956;PERNO;16.19;
1P9958;AISLADOR;0.12;
1R0659;FILTRO;8.95;
1R0710;FILTRO;9.65;
1R0713;FILTRO;6.95;
1R0714;FILTROACEITE;14.87;
1R0716;FILTROACEITE;23.29;
1R0719;ELEMENTOFHIDRAUL;14.61;
1R0721;FILTRO;17.51;
1R0722;FILTROHIDRAULICO;24.04;
1R0724;FILTROCOMBUSTIBLE;10.93;
1R0728;FILTRO;16.37;
1R0729;FILTRO;19.39;
1R0734;FILTROACEITE;8.82;
1R0735;FILTROHIDRAULICO;33.12;
1R0739;FILTROACEITE;12.41;
1S0004;SELLOANILLOO;2.83;
1S0057;PLACA;240.54;
1S0286;PERNOPRISIONERO;15.49;
1S0350;GCALCOMANIA;70.79;
1S0396;SEGURO;13.44;
1S0401;UNION;5.72;
1S0668;ANILLO;1.97;
1S0669;ANILLO;3.37;
1S0685;CHAVETA;0.12;
1S0686;CHAVETA;0.18;
1S0724;SEGURO;3.5;
1S0764;EMPAQUETADURA;1.33;
1S0777;SEGURO;2.58;
1S0795;EMPAQUETADURA;2;
1S0871;EMPAQUETADURA;45.47;
1S0994;SEGURO;3.33;
1S1015;SEGURO;4.92;
1S1067;EMPAQUETADURA;9.36;
1S1083;CHAVETA;0.06;
1S1123;EMPAQUETADURA;7.76;
1S1164;SELLO;20.76;
1S1225;SELLOANILLOO;8.67;
1S1476;SEGURO;4.97;
1S1636;RETENEDOR;3.36;
1S1638;ANILLO;0.29;
1S1642;RESORTE;9.5;
1S1643;RESORTE;12;
1S1690;RESORTE;11.34;
1S1770;TUERCA;10;
1S1830;CONJ.VALVULA;33.9;
1S1859;PERNOCADENA;1.47;
1S1860;TUERCA;0.87;
1S1953;RODAMIENTO;10.31;
1S2021;EMPAQUETADURA;43.67;
1S2043;EMPAQUETADURA;14.98;
1S2067;SEGURO;5.89;
1S2121;EMBOLO;28.8;
1S2174;SELLOANILLOO;5.03;
1S2244;CUBIERTA;8.01;
1S2294;CUBIERTA;7.1;
1S2543;EMPAQUETADURA;3.69;
1S2563;TAPON;3.45;
1S2665;EMPAQUETADURA;10.1;
1S2898;SEGURO;0.63;
1S3062;DIRECTOR;4.67;
1S3376;ALAMBREA;16.87;
1S3377;ALAMBREA;16.84;
1S3612;RETENEDOR;0.63;
1S3618;SEGURO;4.13;
1S3715;EMPAQUETADURA;4.08;
1S3730;CUBIERTA;16.29;
1S3736;DISCO;175.67;
